Age Category,Sex,Belt,Weight Division,Place,Name ,Academy
Master 4,Male,Brown,Feather,3,AARON HENDERSON,TAC TEAM BJJ
Master 4,Male,Brown,Feather,3,Christian Guidin Kadow,ALLIANCE
Master 4,Male,Brown,Light,1,Ronald E Blake III,COMBAT BASE
Master 4,Male,Brown,Light,2,James Loeser,ALLIANCE
Master 4,Male,Brown,Light,3,Hiromichi Ishikawa,NEXUSENSE
Master 4,Male,Brown,Light,3,Richard Mcdowell,CASCAO JIU-JITSU
Master 4,Male,Brown,Middle,1,Danny Sanfellipo,CHECKMAT
Master 4,Male,Brown,Middle,2,Jonathan Wood,MYBJJ TEAM
Master 4,Male,Brown,Middle,3,Brian Scott Pierce,GRACIE BARRA
Master 4,Male,Brown,Middle,3,George honaker,ALEX MARTINS BRAZILIAN JIU-JITSU
Master 4,Male,Brown,Medium-Heavy,1,Brent Te Kawa,CARLSON GRACIE TEAM
Master 4,Male,Brown,Medium-Heavy,2,Richard McCarthy,BRAZIL 021 INTERNATIONAL
Master 4,Male,Brown,Medium-Heavy,3,Antonio William Debss,MAURICIO ALONSO BJJ CWB
Master 4,Male,Brown,Medium-Heavy,3,Thomas Asturias,UNIFIED JIU JITSU
Master 4,Male,Brown,Heavy,1,David M Skora,PEDRO SAUER TEAM
Master 4,Male,Brown,Heavy,2,Robert Walker,R1NG BJJ
Master 4,Male,Brown,Heavy,3,Donald Joseph Edwards,BIBIANO FERNANDES BJJ
Master 4,Male,Brown,Heavy,3,Peter Duriga,BRAZILIAN TOP TEAM
Master 4,Male,Brown,Super-Heavy,1,Fabio Jorge Hauly,MAGOO JJ
Master 4,Male,Brown,Super-Heavy,2,Marco Aurelio Buchaim Regos,BARBOSA JIU-JITSU
Master 4,Male,Brown,Super-Heavy,3,Miguel E. Inong Jr.,GRACIE BARRA
Master 4,Male,Brown,Super-Heavy,3,R. John Carrillo Jr,CARLSON GRACIE TEAM
Master 4,Male,Brown,Ultra-Heavy,1,James Walsh,GF TEAM
Master 4,Male,Brown,Ultra-Heavy,2,James Mastrobattista,R1NG BJJ
Master 4,Male,Brown,Ultra-Heavy,3,Rowshan Ahani,MARCO NASCIMENTO BJJ
Master 4,Male,Brown,Ultra-Heavy,3,Vince Lane,RALPH GRACIE JIU-JITSU BERKELEY
Master 4,Male,Brown,Open Class,1,Vince Lane,RALPH GRACIE JIU-JITSU BERKELEY
Master 4,Male,Brown,Open Class,2,R. John Carrillo Jr,CARLSON GRACIE TEAM
Master 4,Male,Brown,Open Class,3,Brent Te Kawa,CARLSON GRACIE TEAM
Master 4,Male,Brown,Open Class,3,Miguel E. Inong Jr.,GRACIE BARRA
Master 4,Female,Brown,Light-Feather,1,Nancy Ma,ZENITH BJJ
Master 4,Female,Brown,Light-Feather,2,Leslie J. Gardineer,ONE JIU-JITSU USA
Master 4,Female,Brown,Light-Feather,3,ANA NIEVES,TAC TEAM BJJ
Master 4,Female,Brown,Light-Feather,3,Quincy Torres,COALITION 95
Master 4,Female,Brown,Feather,1,Kimberly Almirez,RIBEIRO JIU-JITSU
Master 4,Female,Brown,Feather,2,Brandi Christa Creason,JEAN JACQUES MACHADO BJJ
Master 4,Female,Brown,Feather,3,Joan DeAgro,GRACIE ELITE TEAM
Master 4,Female,Brown,Feather,3,Michelle Sparacio,CARLSON GRACIE TEAM
Master 4,Female,Brown,Middle,1,Amy Konopka,ALLIANCE
Master 4,Female,Brown,Middle,2,Leah Tremain,WEST COAST BJJ
Master 4,Female,Brown,Middle,3,Candace Teresa Daher,BJJ GLOBETROTTERS
Master 4,Female,Brown,Open Class,1,Amy Konopka,ALLIANCE
Master 4,Female,Brown,Open Class,2,Michelle Sparacio,CARLSON GRACIE TEAM
Master 4,Female,Brown,Open Class,3,ANA NIEVES,TAC TEAM BJJ
Master 4,Female,Brown,Open Class,3,Leah Tremain,WEST COAST BJJ
Master 4,Male,Black,Rooster,1,Yoshihiro Fujita,FUJITA JIU-JITSU
Master 4,Male,Black,Rooster,2,Jeffrey Dean Bourgeois,ONE JIU-JITSU USA
Master 4,Male,Black,Rooster,3,Eisaku Kawamura,PARAESTRA CHIBA
Master 4,Male,Black,Light-Feather,1,Marcus Vinicius Barros Norat,GRACIE HUMAITA
Master 4,Male,Black,Light-Feather,2,Alessandro Cirone Nagaishi,CHECKMAT
Master 4,Male,Black,Light-Feather,3,James A. Peterson,LCCT USA
Master 4,Male,Black,Light-Feather,3,Samuel Saul do Nascimento,GRACIE BARRA
Master 4,Male,Black,Feather,1,Alexandre C. Freitas,R1NG BJJ
Master 4,Male,Black,Feather,2,Cleber Luciano Costa,CLEBER JIU JITSU
Master 4,Male,Black,Feather,3,David Angel Bazan,COBRA KAI JIU JITSU
Master 4,Male,Black,Feather,3,Heath Flicker,NOVA UNIÃO
Master 4,Male,Black,Light,1,Jackson McVicker,MCVICKER'S BRAZILIAN JIU JITSU
Master 4,Male,Black,Light,2,Rodrigo Medeiros,CARLSON GRACIE TEAM
Master 4,Male,Black,Light,3,Derek Anthony DiManno,CASSIO WERNECK BJJ
Master 4,Male,Black,Light,3,Guilherme Martins Santos,FIVE ROUNDS
Master 4,Male,Black,Middle,1,André Luis Monroy Ushirobira,USHIROBIRA JJ
Master 4,Male,Black,Middle,2,Andre Luiz Leite,SOUL FIGHTERS BJJ
Master 4,Male,Black,Middle,3,Kevin P. Menard,ZENITH BJJ
Master 4,Male,Black,Middle,3,Marcelo Pereira Dourado,GF TEAM
Master 4,Male,Black,Medium-Heavy,1,Danilo Manoel Felippe,GRACIE BARRA
Master 4,Male,Black,Medium-Heavy,2,Carlos Alberto Terrinha,GRACIE BARRA
Master 4,Male,Black,Medium-Heavy,3,Randy Nash,CHRISTIAN CARVALHO BJJ
Master 4,Male,Black,Medium-Heavy,3,Ricardo da Rocha Zanelato,LOTUS CETEPE TORRES
Master 4,Male,Black,Heavy,1,Matt Jason Baker,TRUJITSU - BAKERSFIELD
Master 4,Male,Black,Heavy,2,Jaime Mendez,GRACIE ELITE TEAM
Master 4,Male,Black,Heavy,3,Damian Michael Hirtz,ALLIANCE
Master 4,Male,Black,Heavy,3,David Rothwell,PACIFIC TOP TEAM
Master 4,Male,Black,Super-Heavy,1,Stephen Vincent Hall,ALLIANCE
Master 4,Male,Black,Super-Heavy,2,Reginaldo Cardoso Liani,GRACIE BARRA
Master 4,Male,Black,Super-Heavy,3,Christopher E. Howe,MCVICKER'S BRAZILIAN JIU JITSU
Master 4,Male,Black,Super-Heavy,3,Marcos da Matta Meira,AMERICAN TOP TEAM
Master 4,Male,Black,Ultra-Heavy,1,Luiz Henrique Velloso Saldanha,R1NG BJJ
Master 4,Male,Black,Ultra-Heavy,2,Anthony Jason Perosh,TEAM PEROSH MIXED MARTIAL ARTS
Master 4,Male,Black,Ultra-Heavy,3,Kelly J Grissom,LEO DALLA BJJ
Master 4,Male,Black,Ultra-Heavy,3,Rafael Carino Guimarães,NOVA UNIÃO
Master 4,Male,Black,Open Class,1,André Luis Monroy Ushirobira,USHIROBIRA JJ
Master 4,Male,Black,Open Class,2,Anthony Jason Perosh,TEAM PEROSH MIXED MARTIAL ARTS
Master 4,Male,Black,Open Class,3,David Rothwell,PACIFIC TOP TEAM
Master 4,Male,Black,Open Class,3,Reginaldo Cardoso Liani,GRACIE BARRA
Master 4,Female,Black,Light,1,Kelly Beech,LULA FAMILY BRAZILIAN JIU-JITSU
Master 4,Female,Black,Light,2,Ginger Mark,BRASA CTA
Master 4,Female,Black,Light,3,Donna Kay Andreas,FABIO SANTOS BJJ
Master 4,Female,Black,Middle,1,Judyann Lee Burgess,CLEBER JIU JITSU VISALIA
Master 4,Female,Black,Middle,2,Denise A. Houle,BRASA CTA
Master 4,Female,Black,Middle,3,Deborah Ann Clem,FABIO SANTOS BJJ
Master 4,Female,Black,Middle,3,Jaqueline de Fatima Lima,ATOS JIU-JITSU
Master 4,Female,Black,Heavy,1,Misty Victoria Shearer,BRAZIL 021 INTERNATIONAL
Master 4,Female,Black,Heavy,2,Célia Regina Honorato de Oliveira,GF TEAM
Master 4,Female,Black,Super-Heavy,1,Karla Hipolito de Albuquerque,TOP BROTHER
Master 4,Female,Black,Super-Heavy,2,Melissa Lohsen,GRACIE ELITE TEAM
Master 4,Female,Black,Open Class,1,Karla Hipolito de Albuquerque,TOP BROTHER
Master 4,Female,Black,Open Class,2,Célia Regina Honorato de Oliveira,GF TEAM
Master 4,Female,Black,Open Class,3,Jaqueline de Fatima Lima,ATOS JIU-JITSU
Master 4,Female,Black,Open Class,3,Melissa Lohsen,GRACIE ELITE TEAM
Master 5,Male,Blue,Light-Feather,1,Jon S Kim,ALLIANCE
Master 5,Male,Blue,Light-Feather,2,Mitch Davis,ZENITH BJJ - LAS VEGAS
Master 5,Male,Blue,Light-Feather,3,David Wilhelmy,BJJ REVOLUTION TEAM
Master 5,Male,Blue,Feather,1,Jimmy Vitelli,"TEAM ROYCE GRACIE, WASHINGTON"
Master 5,Male,Blue,Feather,2,ove gusevik,FRONTLINE ACADEMY
Master 5,Male,Blue,Feather,3,Cristian Curt Goetz,EZEQUIEL MAS BJJ
Master 5,Male,Blue,Feather,3,Feliks Sukhovitsky,ALLIANCE
Master 5,Male,Blue,Light,1,Mark Rogers,RODRIGO VAGHI BJJ
Master 5,Male,Blue,Light,2,Michael Amico,BJJ REVOLUTION TEAM
Master 5,Male,Blue,Light,3,Ian Frederic Brown,ROLL JIU-JITSU ACADEMY
Master 5,Male,Blue,Light,3,Manuel G Ventura Jr,MARCO NASCIMENTO BJJ
Master 5,Male,Blue,Middle,1,Eric Perlman,ATOS JIU-JITSU
Master 5,Male,Blue,Middle,2,Clinton R Grim,CARLSON GRACIE TEAM
Master 5,Male,Blue,Middle,3,John Thomas D'Amico,BRAZILIAN TOP TEAM
Master 5,Male,Blue,Middle,3,Todd Thomas Siems,BRASA CTA
Master 5,Male,Blue,Medium-Heavy,1,Leonardo Pizzichi,BUDO CLAN
Master 5,Male,Blue,Medium-Heavy,2,Geoff Stoodley,CICERO COSTHA INTERNACIONAL
Master 5,Male,Blue,Medium-Heavy,3,ANTONIO MACHADO,GRACIE ELITE TEAM
Master 5,Male,Blue,Medium-Heavy,3,Scott Beall,ALLIANCE
Master 5,Male,Blue,Heavy,1,Trevor Burns,TEAM RUBAO CARIOCA BJJ
Master 5,Male,Blue,Heavy,2,David Albert Langfield,ALLIANCE
Master 5,Male,Blue,Heavy,3,Joseph Leon Guerrero,BJJ REVOLUTION TEAM
Master 5,Male,Blue,Heavy,3,Todd Forrest Barnard,MXT INTERNACIONAL
Master 5,Male,Blue,Super-Heavy,1,Barry Alan Fridley,VINNY MAGALHAES BJJ
Master 5,Male,Blue,Super-Heavy,2,John Rose,LEAD BJJ
Master 5,Male,Blue,Super-Heavy,3,Kip Simpson,GRACIE BARRA
Master 5,Male,Blue,Super-Heavy,3,Steve A Piwowar,TORRES MARTIAL ARTS ACADEMY
Master 5,Male,Blue,Ultra-Heavy,1,Scot Fitzgerald Stine,GF TEAM
Master 5,Male,Blue,Ultra-Heavy,2,Stefan Baumann,CARLSON GRACIE TEAM
Master 5,Male,Blue,Ultra-Heavy,3,Christopher Karris,ALLIANCE
Master 5,Male,Blue,Ultra-Heavy,3,Richard Farrell,THE INFERNO TRAINING AND PERFORMANCE CENTER
Master 5,Male,Blue,Open Class,1,Trevor Burns,TEAM RUBAO CARIOCA BJJ
Master 5,Male,Blue,Open Class,2,Barry Alan Fridley,VINNY MAGALHAES BJJ
Master 5,Male,Blue,Open Class,3,Leonardo Pizzichi,BUDO CLAN
Master 5,Male,Blue,Open Class,3,Scot Fitzgerald Stine,GF TEAM
Master 5,Female,Blue,Rooster,1,Alexandria Miok Toguchi,ZENITH BJJ - LAS VEGAS
Master 5,Female,Blue,Rooster,2,Makeda Wubneh,NOVA UNIÃO
Master 5,Female,Blue,Light-Feather,1,Carolann Gosnell,SOUL FIGHTERS BJJ
Master 5,Female,Blue,Light-Feather,2,Hooi Ling Soh,CHECKMAT
Master 5,Female,Blue,Light-Feather,3,Sharon Sierra,AMERICAN TOP TEAM
Master 5,Female,Blue,Feather,1,Diane Maier,BRASA CTA
Master 5,Female,Blue,Feather,2,Toshie Otake,S/WELLS JIU-JITSU GYM
Master 5,Female,Blue,Feather,3,Stephanie Stout,RIBEIRO JIU-JITSU
Master 5,Female,Blue,Light,1,Kerri-anne Sullivan,BRASA CTA
Master 5,Female,Blue,Light,2,Lisa Ann Cheatham,MARACABA BJJ
Master 5,Female,Blue,Light,3,Dolonna Brush,GRACIE HUMAITA
Master 5,Female,Blue,Light,3,Linda Castro,ALOHA ROLL ACADEMY
Master 5,Female,Blue,Middle,1,Juliana Flores-Casaus,G13 BJJ USA
Master 5,Female,Blue,Middle,2,Wendy Petko,CASSIO WERNECK BJJ
Master 5,Female,Blue,Super-Heavy,1,Brittney McAlister,GRACIE ELITE TEAM
Master 5,Female,Blue,Super-Heavy,2,Gillian Boyd,CARLSON GRACIE TEAM
Master 5,Female,Blue,Super-Heavy,3,Kathy Butler,BRASA CTA
Master 5,Female,Blue,Open Class,1,Brittney McAlister,GRACIE ELITE TEAM
Master 5,Female,Blue,Open Class,2,Diane Maier,BRASA CTA
Master 5,Female,Blue,Open Class,3,Gillian Boyd,CARLSON GRACIE TEAM
Master 5,Female,Blue,Open Class,3,Toshie Otake,S/WELLS JIU-JITSU GYM
Master 5,Male,Purple,Light-Feather,1,Ivan Reilly,RICK YOUNG BJJ ACADEMY
Master 5,Male,Purple,Light-Feather,2,Michael Silverman,CRAZY 88
Master 5,Male,Purple,Light-Feather,3,Carlos Quitugua,ALLIANCE
Master 5,Male,Purple,Light-Feather,3,James M Glynn,GRACIE BARRA
Master 5,Male,Purple,Feather,1,Shouichi Kubo,IMPACTO JAPAN B.J.J.
Master 5,Male,Purple,Feather,2,Steven Tarrago,MARIO SPERRY JIU-JITSU
Master 5,Male,Purple,Feather,3,Darrin Neil Tinsley,GRACIE ELITE TEAM
Master 5,Male,Purple,Feather,3,Hisayuki Matsushita,EXCELLENCE SCHOOL OF JIU-JITSU USA
Master 5,Male,Purple,Light,1,Andrew Hay,GRACIE BARRA
Master 5,Male,Purple,Light,2,Alexis Nixon,GRACIE BARRA
Master 5,Male,Purple,Light,3,sasha babic,GRACIE HUMAITA
Master 5,Male,Purple,Light,3,Timothy Irvin Funk,ZINGANO BRAZILIAN JIU-JITSU
Master 5,Male,Purple,Middle,1,Marc Dezeuze,BRAZILIAN POWER TEAM INTERNATIONAL
Master 5,Male,Purple,Middle,2,Brian Tully,GRACIE BARRA JJ
Master 5,Male,Purple,Middle,3,Kevin James Craig,RELSON GRACIE
Master 5,Male,Purple,Middle,3,Maro Maro Chioccarello Junior Junior,GRACIE BARRA
Master 5,Male,Purple,Medium-Heavy,1,Nathaniel Fowler Jr,LEAD BJJ
Master 5,Male,Purple,Medium-Heavy,2,James Thomas Hooton,JIU-JITSU FOR LIFE TEAM
Master 5,Male,Purple,Medium-Heavy,3,Jay Lewis,NOVA UNIÃO
Master 5,Male,Purple,Medium-Heavy,3,Les Owen,MASSACHUSETTS BRAZILIAN JIU JITSU
Master 5,Male,Purple,Heavy,1,Michael Richard Smith,CASA OF JIU-JITSU
Master 5,Male,Purple,Heavy,2,Scott Cook,SAS TEAM
Master 5,Male,Purple,Heavy,3,Bardomiano Martinez III,GRACIE BARRA
Master 5,Male,Purple,Super-Heavy,1,Michael Simmons,BJJ GLOBETROTTERS
Master 5,Male,Purple,Super-Heavy,2,Cortney Steven Able,GRACIE JIU-JITSU ACADEMY
Master 5,Male,Purple,Super-Heavy,3,Romeo De Los Reyes,RAMONA BJJ
Master 5,Male,Purple,Super-Heavy,3,Yeongho Kim,ALLIANCE
Master 5,Male,Purple,Ultra-Heavy,1,Noel Morgan,SOUL FIGHTERS BJJ
Master 5,Male,Purple,Ultra-Heavy,2,Andreas Met,10TH PLANET JIU JITSU
Master 5,Male,Purple,Ultra-Heavy,3,David Akina,ALEX MARTINS BRAZILIAN JIU-JITSU
Master 5,Male,Purple,Open Class,1,Andreas Met,10TH PLANET JIU JITSU
Master 5,Male,Purple,Open Class,2,Marc Dezeuze,BRAZILIAN POWER TEAM INTERNATIONAL
Master 5,Male,Purple,Open Class,3,James Thomas Hooton,JIU-JITSU FOR LIFE TEAM
Master 5,Male,Purple,Open Class,3,Michael Richard Smith,CASA OF JIU-JITSU
Master 5,Female,Purple,Feather,1,Peggy Barber,LEAD BJJ
Master 5,Female,Purple,Feather,2,Marilyn Wong,RIBEIRO JIU-JITSU
Master 5,Female,Purple,Feather,3,Genevieve Barrett,GRACIE BARRA
Master 5,Female,Purple,Light,1,Kathryn Hubble,PACIFIC TOP TEAM
Master 5,Female,Purple,Light,2,Lesley Maclean,GRACIE BARRA
Master 5,Female,Purple,Light,3,Carolyn S. Long,SERRA BJJ ACADEMY
Master 5,Female,Purple,Light,3,Laura Bradford,INDIANA BRAZILIAN JIU-JITSU ACADEMY
Master 5,Female,Purple,Medium-Heavy,1,Anjani Siddhartha,GRACIE JIU-JITSU ACADEMY
Master 5,Female,Purple,Medium-Heavy,2,Maria Isabel Di Pilla,GRACIE BARRA
Master 5,Female,Purple,Heavy,1,Karen Lynn Burns,ABSOLUTE BEHRING
Master 5,Female,Purple,Heavy,2,Jodi Lynn Schwartz,GRACIE TAMPA SOUTH
Master 5,Female,Purple,Heavy,3,Betty W. Broadhurst,R1NG BJJ
Master 5,Female,Purple,Heavy,3,Sylvia Harrison,CARLSON GRACIE TEAM
Master 5,Female,Purple,Super-Heavy,1,Rosangela Texeira da Silva,GRACIE ELITE TEAM
Master 5,Female,Purple,Open Class,1,Kathryn Hubble,PACIFIC TOP TEAM
Master 5,Female,Purple,Open Class,2,Jodi Lynn Schwartz,GRACIE TAMPA SOUTH
Master 5,Female,Purple,Open Class,3,Laura Bradford,INDIANA BRAZILIAN JIU-JITSU ACADEMY
Master 5,Female,Purple,Open Class,3,Rosangela Texeira da Silva,GRACIE ELITE TEAM
Master 5,Male,Brown,Light-Feather,1,Tobias Tenorio,BRASA CTA
Master 5,Male,Brown,Feather,1,Larry An,DETROIT JIU-JITSU ACADEMY
Master 5,Male,Brown,Feather,2,Alfred Hogan,TEAM RANDORI MARTIAL ARTS
Master 5,Male,Brown,Feather,3,joe barcelone,BALANCE
Master 5,Male,Brown,Feather,3,Reuben Torres,COALITION 95
Master 5,Male,Brown,Light,1,Anthony Leonard Vitullo,CHECKMAT
Master 5,Male,Brown,Light,2,John Cambronero,SERRA BJJ ACADEMY
Master 5,Male,Brown,Light,3,Markku Turpeinen,BARRETO JIU-JITSU FINLAND
Master 5,Male,Brown,Light,3,Sean Kline,GRACIE ELITE TEAM
Master 5,Male,Brown,Middle,1,Marcelo Valentim Pires,MAROMBA ACADEMIA
Master 5,Male,Brown,Middle,2,Alan Choate,BRASA CTA
Master 5,Male,Brown,Middle,3,Marc Vetri,PRECISION JIU-JITSU
Master 5,Male,Brown,Middle,3,Randy Patterson,JIU-JITSU FOR LIFE TEAM
Master 5,Male,Brown,Medium-Heavy,1,Imre Pogacsas,CASA OF JIU-JITSU
Master 5,Male,Brown,Medium-Heavy,2,Scott Roffers,WISCONSIN 360 JIU-JITSU
Master 5,Male,Brown,Medium-Heavy,3,Adam Barbee,UNITY JIU-JITSU
Master 5,Male,Brown,Medium-Heavy,3,Gene Cook,CARLSON GRACIE TEAM
Master 5,Male,Brown,Heavy,1,TIm Church,BRAZILIAN TOP TEAM
Master 5,Male,Brown,Heavy,2,Fabrice Poigin,GRACIE ALLEGIANCE
Master 5,Male,Brown,Heavy,3,Charles York,GF TEAM
Master 5,Male,Brown,Heavy,3,William Wolfle,TEAM SHAWN HAMMONDS
Master 5,Male,Brown,Super-Heavy,1,Pound Lamb,TEAM SHAWN HAMMONDS
Master 5,Male,Brown,Super-Heavy,2,R. Allen Wrench,C-QUENCE
Master 5,Male,Brown,Super-Heavy,3,peter oberc,SOUL FIGHTERS BJJ
Master 5,Male,Brown,Super-Heavy,3,Robert Lee,BALLARD JIU-JITSU
Master 5,Male,Brown,Ultra-Heavy,1,Tom Edward Hammonds III,DE LA RIVA JIU-JITSU USA
Master 5,Male,Brown,Ultra-Heavy,2,Robert Parsons,IMPACT JIU JITSU
Master 5,Male,Brown,Ultra-Heavy,3,Samir Iskandarani,GRACIE BARRA
Master 5,Male,Brown,Open Class,1,Scott Roffers,WISCONSIN 360 JIU-JITSU
Master 5,Male,Brown,Open Class,2,Larry An,DETROIT JIU-JITSU ACADEMY
Master 5,Male,Brown,Open Class,3,Imre Pogacsas,CASA OF JIU-JITSU
Master 5,Male,Brown,Open Class,3,Robert Lee,BALLARD JIU-JITSU
Master 5,Female,Brown,Super-Heavy,1,Sirley Almeida Adelino Baião,GF TEAM
Master 5,Female,Brown,Open Class,1,Sirley Almeida Adelino Baião,GF TEAM
Master 5,Male,Black,Rooster,1,Yuji Takakura,PATO STUDIO
Master 5,Male,Black,Rooster,2,Rokha Srey,CHECKMAT
Master 5,Male,Black,Light-Feather,1,José Manuel Varela Sanchez,KMR BJJ KIMURA
Master 5,Male,Black,Light-Feather,2,Kelly Gerald Johnson,PEDRO SAUER TEAM
Master 5,Male,Black,Light-Feather,3,Claudionor Cardoso da Silva,EQ. CLAUDIONOR CARDOSO
Master 5,Male,Black,Light-Feather,3,Jeremias Cassemiro Alves Silva,CAMPEÕES ESPERANÇA JIU-JITSU TEAM
Master 5,Male,Black,Feather,1,Renato Sampaio Tavares Filho,RENATO TAVARES ASSOCIATION
Master 5,Male,Black,Feather,2,Sami Muhi Eddin Mohammad Al Jamal,SAMY AL JAMAL
Master 5,Male,Black,Feather,3,James Whyte IV,SOUL FIGHTERS BJJ
Master 5,Male,Black,Feather,3,Michael Martin Westcott,GRACIE BARRA
Master 5,Male,Black,Light,1,Marco Antonio Barbosa,BARBOSA JIU-JITSU
Master 5,Male,Black,Light,2,John Baylon,CLUBE DE JIU-JITSU FILIPINAS
Master 5,Male,Black,Light,3,Robert Joseph Defranco,OCTAGON MMA
Master 5,Male,Black,Light,3,Wellington Leal Dias,GRACIE HUMAITA
Master 5,Male,Black,Middle,1,Joel T. Gingery,ALLIANCE
Master 5,Male,Black,Middle,2,Nelson Couto Monteiro Jr.,GRACIE BARRA
Master 5,Male,Black,Middle,3,Marcelo Capo Martins,CHECKMAT
Master 5,Male,Black,Middle,3,Souleymane Dicko,MAKO TEAM PARIS
Master 5,Male,Black,Medium-Heavy,1,Paul Leon Nava,ARES BJJ
Master 5,Male,Black,Medium-Heavy,2,Vincent H. Perez,CHECKMAT
Master 5,Male,Black,Medium-Heavy,3,Anthony Alexander,CARLSON GRACIE TEAM
Master 5,Male,Black,Medium-Heavy,3,Henry Panek,SOUTH ISLAND BJJ
Master 5,Male,Black,Heavy,1,Luiz Eduardo Rocha de Faria,RIBEIRO JIU-JITSU
Master 5,Male,Black,Heavy,2,Hartmut Heske,MACH ONE
Master 5,Male,Black,Heavy,3,John M Beecher,R1NG BJJ
Master 5,Male,Black,Heavy,3,Saad Al-Aziz,LUIZ PALHARES JIU JITSU
Master 5,Male,Black,Super-Heavy,1,Adrien Roberto Domingues,GF TEAM
Master 5,Male,Black,Super-Heavy,2,Milton Regis de Almeida,KIOTO BJJ
Master 5,Male,Black,Super-Heavy,3,Amilcar Cipili,GRACIE HUMAITA LAS VEGAS
Master 5,Male,Black,Super-Heavy,3,Brian William Lewis,ALLIANCE
Master 5,Male,Black,Ultra-Heavy,1,Harold Oliver Jones Jr.,CARLSON GRACIE TEAM
Master 5,Male,Black,Ultra-Heavy,2,José Mário Sperry,MARIO SPERRY JIU-JITSU
Master 5,Male,Black,Ultra-Heavy,3,Damon Edwards,GRACIE BARRA
Master 5,Male,Black,Ultra-Heavy,3,Jeffrey Curtis Russell,RIBEIRO JIU-JITSU
Master 5,Male,Black,Open Class,1,Marco Antonio Barbosa,BARBOSA JIU-JITSU
Master 5,Male,Black,Open Class,2,Luiz Eduardo Rocha de Faria,RIBEIRO JIU-JITSU
Master 5,Male,Black,Open Class,3,Adrien Roberto Domingues,GF TEAM
Master 5,Male,Black,Open Class,3,Saad Al-Aziz,LUIZ PALHARES JIU JITSU
Master 5,Female,Black,Feather,1,Felicia Oh,JEAN JACQUES MACHADO BJJ
Master 5,Female,Black,Medium-Heavy,1,Sonya M. B. Plavcan,ALLIANCE
Master 5,Female,Black,Medium-Heavy,2,Jeane Anne Saari-Ruiz,GF TEAM
Master 5,Female,Black,Medium-Heavy,3,Michele Colon,RCJ MACHADO
Master 5,Female,Black,Open Class,1,Sonya M. B. Plavcan,ALLIANCE
Master 5,Female,Black,Open Class,2,Felicia Oh,JEAN JACQUES MACHADO BJJ
Master 5,Female,Black,Open Class,3,Jeane Anne Saari-Ruiz,GF TEAM
Master 6,Male,Blue,Light-Feather,1,Jamie Smith,GF TEAM
Master 6,Male,Blue,Light-Feather,2,Lawrence George McLaren,N.W. JIU-JITSU ACADEMY - MAPLE RIDGE
Master 6,Male,Blue,Feather,1,Brad Schulte,UFC GYM
Master 6,Male,Blue,Feather,2,Michael Victor Barszcz,GRACIE BARRA
Master 6,Male,Blue,Feather,3,Anthony Joseph Arce,BARBOSA JIU-JITSU USA
Master 6,Male,Blue,Light,1,David Langiulli,PAULO RIBEIRO BRAZILIAN JIU JITSU TEAM
Master 6,Male,Blue,Light,2,Robert Kelly Gleason,MARCELLO C MONTEIRO BRAZILIAN JIU JITSU ACADEMY
Master 6,Male,Blue,Light,3,Gregory Wayne Grazdan,GF TEAM
Master 6,Male,Blue,Middle,1,Jesse M Font,RODRIGO PINHEIRO BJJ
Master 6,Male,Blue,Middle,2,Fernando Ayax Alvarado,MAURO SERGIO BJJ
Master 6,Male,Blue,Middle,3,Alain Bourguetou,KMR BJJ KIMURA
Master 6,Male,Blue,Middle,3,Newell Woodward,GRACIE BARRA JJ
Master 6,Male,Blue,Medium-Heavy,1,Robby Carlos Vann,BOCA DE LA RIVA
Master 6,Male,Blue,Medium-Heavy,2,Frank David Torres,GRACIE BARRA
Master 6,Male,Blue,Medium-Heavy,3,Donald Michael Gilbert,ANCHORAGE BRAZILIAN JIU JITSU
Master 6,Male,Blue,Medium-Heavy,3,Gregory Joseph Cuomo,ALLIANCE
Master 6,Male,Blue,Heavy,1,Pierre Yves Joseph Laurent,GRACIE HUMAITA
Master 6,Male,Blue,Heavy,2,David Eilers,ALLIANCE
Master 6,Male,Blue,Heavy,3,John Varley,FUDOSHIN BRAZILIAN JIU-JITSU
Master 6,Male,Blue,Heavy,3,Michael Dean Geasley,TONY PASSOS JIU-JITSU
Master 6,Male,Blue,Super-Heavy,1,Gary E Wood,CASCAO JIU-JITSU
Master 6,Male,Blue,Super-Heavy,2,John Beaver,ZR TEAM ASSOCIATION
Master 6,Male,Blue,Super-Heavy,3,Kamal Berrada,WARRIOR MMA & JIU JITSU
Master 6,Male,Blue,Ultra-Heavy,1,Denis Guillaume,KMR BJJ KIMURA
Master 6,Male,Blue,Ultra-Heavy,2,Johnny Eugene Lindsey,PRESA BRAZILIAN JIU-JITSU
Master 6,Male,Blue,Open Class,1,Denis Guillaume,KMR BJJ KIMURA
Master 6,Male,Blue,Open Class,2,Pierre Yves Joseph Laurent,GRACIE HUMAITA
Master 6,Male,Blue,Open Class,3,David Eilers,ALLIANCE
Master 6,Male,Blue,Open Class,3,Robert Kelly Gleason,MARCELLO C MONTEIRO BRAZILIAN JIU JITSU ACADEMY
Master 6,Female,Blue,Light,1,Melody Fortunato,TRIBAL GYM
Master 6,Female,Blue,Light,2,Meishuku Ishimura,NEXUSENSE
Master 6,Female,Blue,Light,3,Karen Santola Tarson,GRACIE ELITE TEAM
Master 6,Female,Blue,Light,3,Merilee Anne Maira,MPR ENDURANCE
